"gene","Tissue","alt_allele_count","ref_allele_count","total_count","inv_allele_ratio","ref_allele_ratio","pvalue","padjust"
"LOC106888185","Pituitary gland",1930,1322,3252,0.593,0.407,1.32926473192873e-26,7.56658385867122e-26
"LOC106888384","Pituitary gland",1392,1043,2435,0.572,0.428,1.61621725693726e-12,4.60000296205219e-12
"MLYCD","Pituitary gland",1829,1520,3349,0.546,0.454,1.00479872655331e-07,2.39855179886919e-07
"MPHOSPH6","Pituitary gland",2914,2715,5629,0.518,0.482,0.0083078660029298,0.0149946849808977
"MTHFSD","Pituitary gland",35,28,63,0.556,0.444,0.449962536290225,0.554953794757944
"MVD","Pituitary gland",93,727,820,0.113,0.887,1.20509274594154e-122,1.78353726399348e-121
"NIP7","Pituitary gland",2718,2471,5189,0.524,0.476,0.000636403958307369,0.00130816369207626
"PIEZO1","Pituitary gland",32,45,77,0.416,0.584,0.171060973553913,0.240838834159302
"PKD1L2","Pituitary gland",12,19,31,0.387,0.613,0.281041515059769,0.378128583898598
"PLCG2","Pituitary gland",1856,1714,3570,0.52,0.48,0.0182697581239771,0.0307264113903251
"PPP1R3E","Pituitary gland",35,39,74,0.473,0.527,0.727547083489473,0.828284371972631
"RPL13","Pituitary gland",7861,6883,14744,0.533,0.467,8.34523465099877e-16,2.80703347351777e-15
"SDR42E1","Pituitary gland",1101,753,1854,0.594,0.406,6.35362344217941e-16,2.23889587962513e-15
"SLC22A31","Pituitary gland",285,407,692,0.412,0.588,4.00696653689947e-06,8.98531890092609e-06
"SLC7A5","Pituitary gland",109,1303,1412,0.077,0.923,3.96631851295416e-260,1.46753784979304e-258
"SNTB2","Pituitary gland",746,679,1425,0.524,0.476,0.0803613800138809,0.123890460854733
"SPATA2L","Pituitary gland",3238,2753,5991,0.54,0.46,3.93898441676752e-10,1.0410173101457e-09
"SPG7","Pituitary gland",4555,4492,9047,0.503,0.497,0.514508184826986,0.604342947257095
"SPIRE2","Pituitary gland",1790,2106,3896,0.459,0.541,4.43494547189018e-07,1.0255811403746e-06
"TANGO6","Pituitary gland",904,1298,2202,0.411,0.589,4.5744031973377e-17,1.69252918301495e-16
"TCF25","Pituitary gland",622,1027,1649,0.377,0.623,1.53686760835653e-23,7.58188020122557e-23
"TERF2","Pituitary gland",2791,2158,4949,0.564,0.436,2.34318830966775e-19,1.08372459322134e-18
"TLDC1","Pituitary gland",89,85,174,0.511,0.489,0.82017085740298,0.91958550678516
"TMED6","Pituitary gland",4,19,23,0.174,0.826,0.00259947776794434,0.00493234243148412
"TUBB3","Pituitary gland",29,0,29,1,0,3.72529029846191e-09,9.45661171910147e-09
"USP10","Pituitary gland",145,288,433,0.335,0.665,5.72268806095199e-12,1.56844043152018e-11
"UTP4","Pituitary gland",1807,1803,3610,0.501,0.499,0.960178529397293,1
"VPS4A","Pituitary gland",10168,9166,19334,0.526,0.474,5.99499481621504e-13,1.77451846559965e-12
"VPS9D1","Pituitary gland",1111,970,2081,0.534,0.466,0.00214057553002563,0.00416848919004991
"ZC3H18","Pituitary gland",57,54,111,0.514,0.486,0.849550187314454,0.924510497959847
"ZCCHC14","Pituitary gland",7,125,132,0.053,0.947,4.58147805514184e-29,2.8252448006708e-28
"ZNF276","Pituitary gland",1203,1408,2611,0.461,0.539,6.49019732587989e-05,0.000141257235916209
