"gene","id","snp","ref_count","total_count","alt_count"
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820417",28,48,20
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820421",28,47,19
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820448",31,50,19
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820457",31,50,19
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820510",34,56,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820673",29,50,21
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820754",19,30,11
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820820",30,52,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820865",27,49,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820889",25,49,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820891",25,49,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820997",26,65,39
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821063",36,60,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821132",36,68,32
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821645",26,46,20
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825066",36,47,11
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825106",35,49,14
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825122",26,42,16
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825178",27,49,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825194",25,47,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825195",24,45,21
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825220",23,45,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825240",28,46,18
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825303",30,54,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825304",30,52,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825310",30,53,23
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825406",28,43,15
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825415",30,45,15
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825438",33,48,15
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825485",33,49,16
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825524",25,40,15
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825557",18,40,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825571",22,45,23
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825579",24,46,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825590",23,44,21
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825689",35,53,18
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825703",43,61,18
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825787",34,56,22
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825833",33,59,26
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825841",29,57,28
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825895",42,68,26
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825984",36,59,23
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826162",29,52,23
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826194",27,51,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826235",36,62,26
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826245",36,65,29
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826335",21,33,12
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826417",19,34,15
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826431",15,33,18
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826438",21,39,18
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826463",23,50,27
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826502",20,48,28
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826511",21,53,32
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826659",35,50,15
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826701",35,65,30
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826702",36,67,31
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826732",37,70,33
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826745",40,72,32
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826835",17,38,21
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826942",32,56,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827193",37,62,25
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827196",38,63,25
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827269",25,49,24
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827315",11,21,10
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827316",11,22,11
"ATMIN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827333",13,24,11
"PPP1R3E","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5837733",2,2,0
"PPP1R3E","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5837947",2,2,0
"PKD1L2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867597",2,2,0
"PKD1L2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867600",2,2,0
"PKD1L2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867660",3,3,0
"PKD1L2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867675",3,3,0
"PKD1L2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867788",2,2,0
"PKD1L2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867843",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5915646",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5927921",0,1,1
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5927948",0,1,1
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5928052",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5932726",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5932801",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934725",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934726",1,1,0
"BCO1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934733",1,1,0
"GAN","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5966047",0,1,1
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6109159",12,24,12
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6109166",11,22,11
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114641",19,35,16
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114751",16,28,12
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114824",14,29,15
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6126295",30,30,0
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6128998",21,33,12
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6130562",25,48,23
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6132522",15,31,16
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138265",21,35,14
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138300",23,37,14
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138342",14,31,17
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138343",14,31,17
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138345",14,31,17
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138647",14,29,15
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138745",14,31,17
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138832",1,9,8
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138967",14,25,11
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139131",9,16,7
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139163",15,20,5
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139212",32,33,1
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139360",10,13,3
"CMIP","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139572",2,4,2
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6179613",2,7,5
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6179658",4,11,7
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203766",3,38,35
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203775",3,38,35
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203787",4,39,35
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209741",7,26,19
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209798",5,21,16
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209816",6,26,20
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6217547",9,171,162
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6218641",3,120,117
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6220552",5,70,65
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6221969",8,81,73
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228672",5,37,32
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228694",5,40,35
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228722",4,51,47
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228747",3,64,61
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228835",3,67,64
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228841",3,72,69
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228865",4,72,68
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228917",5,74,69
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228926",5,76,71
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228954",7,63,56
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229002",6,61,55
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229006",5,61,56
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229081",5,41,36
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229097",5,35,30
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229160",1,33,32
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229213",3,30,27
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229231",6,46,40
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229663",9,33,24
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229748",5,20,15
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229892",7,29,22
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230248",3,27,24
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230255",2,28,26
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230276",4,29,25
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230296",5,26,21
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230349",6,28,22
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230408",9,37,28
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230439",8,31,23
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230757",2,15,13
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230758",2,14,12
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230898",3,19,16
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230976",1,18,17
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231078",3,27,24
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231138",1,18,17
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231177",4,22,18
"PLCG2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231263",7,28,21
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235292",1,13,12
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235315",0,9,9
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235348",1,11,10
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235355",1,14,13
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235417",1,15,14
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235558",0,3,3
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235741",0,11,11
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235777",0,16,16
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235806",0,39,39
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235809",0,40,40
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235816",0,45,45
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235914",0,47,47
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235935",1,42,41
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235957",1,41,40
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236040",0,34,34
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236260",0,30,30
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236281",0,26,26
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236305",0,34,34
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236458",0,28,28
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236476",2,30,28
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236608",1,45,44
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6238244",0,6,6
"SDR42E1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6238829",0,1,1
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257616",0,50,50
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257711",0,72,72
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257712",0,68,68
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257737",0,76,76
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257758",0,82,82
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257767",0,85,85
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257829",0,88,88
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257851",0,89,89
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257889",0,92,92
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6262951",0,133,133
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6262974",0,134,134
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266125",0,89,89
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266135",0,93,93
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266795",0,142,142
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266944",0,144,144
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267053",0,92,92
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267196",0,56,56
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267273",0,110,110
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267674",0,81,81
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267913",0,107,107
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268098",0,110,110
"HSD17B2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268203",0,124,124
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303922",1,4,3
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303954",2,2,0
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303979",1,1,0
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305848",2,4,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305856",2,4,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305857",1,3,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306017",2,7,5
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306052",3,6,3
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306094",3,7,4
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306100",4,8,4
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306146",3,8,5
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306147",3,8,5
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306390",1,5,4
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306567",1,6,5
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306705",0,1,1
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306773",0,1,1
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307039",1,1,0
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307043",1,1,0
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307093",2,2,0
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307138",1,3,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307157",0,2,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307187",0,3,3
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307204",0,2,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307278",1,3,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307305",1,2,1
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307318",1,3,2
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307429",1,5,4
"ARY2","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307487",1,4,3
"ARYL","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313360",3,4,1
"ARYL","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313377",3,3,0
"ARYL","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313767",0,2,2
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314296",1,1,0
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314597",1,1,0
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314750",0,1,1
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314794",0,1,1
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314827",0,1,1
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314859",0,1,1
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314886",0,1,1
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6315022",2,4,2
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6315026",2,4,2
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6315043",1,3,2
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6315065",1,3,2
"ARY1","s1639_FAE_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6315409",2,3,1
