"gene","id","snp","ref_count","total_count","alt_count"
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820250",28,52,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820298",26,43,17
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820417",16,31,15
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820421",13,28,15
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820448",16,27,11
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820457",13,25,12
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820510",25,44,19
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820673",21,41,20
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820754",17,41,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820820",27,48,21
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820865",32,57,25
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820889",31,55,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820891",32,56,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5820997",29,61,32
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821063",27,57,30
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821132",24,60,36
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821645",28,56,28
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825066",18,38,20
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825106",19,44,25
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825122",19,42,23
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825178",15,39,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825194",20,43,23
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825195",20,43,23
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825220",17,38,21
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825240",20,39,19
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825303",19,47,28
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825304",21,49,28
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825310",21,50,29
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825406",15,31,16
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825415",13,29,16
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825438",8,25,17
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825485",18,39,21
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825524",21,40,19
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825557",14,37,23
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825571",15,37,22
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825579",17,41,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825590",15,35,20
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825689",26,47,21
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825703",34,54,20
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825787",25,51,26
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825833",22,51,29
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825841",22,51,29
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825895",19,38,19
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825984",26,52,26
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826162",26,50,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826194",29,52,23
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826235",33,62,29
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826245",32,60,28
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826335",16,23,7
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826417",16,31,15
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826431",18,33,15
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826438",18,33,15
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826463",25,55,30
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826502",17,49,32
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826511",17,48,31
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826659",16,31,15
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826701",12,36,24
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826702",12,39,27
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826732",17,45,28
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826745",19,48,29
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826835",20,34,14
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826910",20,26,6
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826942",27,45,18
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827193",30,53,23
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827196",30,52,22
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827269",23,42,19
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827315",17,35,18
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827316",17,36,19
"ATMIN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827333",16,35,19
"PKD1L2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867660",1,1,0
"PKD1L2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867675",1,1,0
"PKD1L2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867788",1,1,0
"PKD1L2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5867843",2,2,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5917941",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5917971",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5921679",3,3,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5921726",2,2,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5925669",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5925753",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5926937",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5932726",2,3,1
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5932801",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934558",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934575",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934608",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934958",1,1,0
"BCO1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934976",1,1,0
"GAN","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5966047",1,1,0
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6109159",22,35,13
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6109166",20,34,14
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114641",17,43,26
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114751",14,33,19
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114824",12,33,21
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6128998",25,41,16
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6130562",34,71,37
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6132522",14,26,12
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6134088",18,32,14
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138265",13,32,19
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138300",16,38,22
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138342",16,42,26
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138343",16,43,27
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138345",16,42,26
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138647",19,40,21
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138745",30,53,23
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138832",1,10,9
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138967",17,33,16
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139131",12,25,13
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139163",17,28,11
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139360",5,10,5
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139572",2,4,2
"CMIP","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139773",3,3,0
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6179613",2,12,10
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6179658",8,25,17
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203766",9,105,96
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203775",8,98,90
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203787",7,96,89
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6205047",8,103,95
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6208541",0,98,98
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209741",10,78,68
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209798",8,96,88
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209816",7,111,104
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6217547",13,153,140
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6218641",10,119,109
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6220552",3,113,110
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6221969",8,125,117
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228672",10,106,96
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228694",8,95,87
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228722",11,114,103
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228747",9,132,123
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228835",9,136,127
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228841",9,139,130
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228865",8,127,119
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228917",10,151,141
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228926",10,144,134
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228954",7,105,98
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229002",9,113,104
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229006",9,108,99
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229081",7,82,75
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229097",6,56,50
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229160",7,54,47
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229213",8,51,43
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229231",9,65,56
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229663",19,69,50
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229748",15,72,57
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229892",15,62,47
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230248",15,55,40
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230255",13,55,42
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230296",8,50,42
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230349",12,59,47
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230381",13,46,33
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230408",10,45,35
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230439",9,36,27
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230757",9,37,28
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230758",9,36,27
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230898",5,30,25
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230976",4,34,30
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231078",6,33,27
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231138",7,37,30
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231177",7,36,29
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231263",6,35,29
"PLCG2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231309",2,18,16
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235292",0,2,2
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235315",0,3,3
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235348",0,8,8
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235355",0,8,8
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235417",0,7,7
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235526",4,4,0
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235558",1,2,1
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235603",6,6,0
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235741",0,7,7
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235777",1,8,7
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235806",1,36,35
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235809",1,37,36
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235816",1,38,37
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235914",0,32,32
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235935",0,37,37
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235957",0,44,44
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236040",0,40,40
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236260",1,26,25
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236281",0,24,24
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236305",0,26,26
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236458",0,35,35
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236476",0,37,37
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236608",1,33,32
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6238244",1,8,7
"SDR42E1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6238829",1,6,5
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257616",0,35,35
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257670",0,34,34
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257684",0,35,35
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257829",0,53,53
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6262951",0,52,52
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6262974",0,51,51
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266125",0,31,31
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266135",0,32,32
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266795",0,54,54
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266918",0,45,45
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266944",0,52,52
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266997",0,46,46
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267053",0,39,39
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267196",0,23,23
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267273",0,36,36
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267358",0,46,46
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267674",0,23,23
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267913",0,43,43
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268098",0,32,32
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268180",0,34,34
"HSD17B2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268203",0,44,44
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303922",0,1,1
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303954",0,5,5
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303979",0,6,6
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305848",5,19,14
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305856",5,21,16
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305857",5,21,16
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306017",1,11,10
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306052",2,11,9
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306094",3,11,8
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306100",3,10,7
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306146",1,10,9
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306147",1,10,9
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306390",0,6,6
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306567",0,8,8
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306705",1,4,3
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306713",6,6,0
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306773",1,5,4
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307039",0,3,3
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307043",0,4,4
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307093",0,5,5
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307138",0,5,5
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307157",0,3,3
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307187",0,3,3
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307278",4,8,4
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307305",3,6,3
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307318",4,8,4
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307429",3,9,6
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307487",0,1,1
"ARY2","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307670",2,2,0
"ARYL","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313360",2,4,2
"ARYL","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313377",2,4,2
"ARYL","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313767",1,3,2
"ARY1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313909",3,3,0
"ARY1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314296",2,4,2
"ARY1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314541",3,10,7
"ARY1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314597",2,8,6
"ARY1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314750",1,1,0
"ARY1","s1324_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314794",1,1,0
