"gene","id","snp","ref_count","total_count","alt_count"
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821132",29,50,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5821645",30,55,25
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825066",22,38,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825106",26,47,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825122",26,47,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825178",32,56,24
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825194",29,53,24
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825195",29,53,24
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825220",29,45,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825240",32,49,17
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825303",25,46,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825304",25,46,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825310",24,45,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825406",23,37,14
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825415",24,38,14
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825438",22,37,15
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825485",21,39,18
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825524",20,37,17
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825557",16,28,12
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825571",19,35,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825579",17,33,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825590",18,34,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825689",23,44,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825703",25,45,20
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825787",21,40,19
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825833",21,45,24
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825841",20,43,23
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825895",24,47,23
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5825984",28,44,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826162",28,42,14
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826194",29,45,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826235",30,48,18
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826245",28,46,18
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826335",12,21,9
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826417",22,25,3
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826431",21,25,4
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826438",17,22,5
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826463",24,37,13
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826502",24,39,15
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826511",24,39,15
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826659",24,36,12
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826701",22,38,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826702",22,38,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826732",25,40,15
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826745",26,44,18
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826835",26,45,19
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826910",26,36,10
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5826942",27,40,13
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827193",26,49,23
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827196",24,49,25
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827269",24,45,21
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827315",21,35,14
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827316",21,37,16
"ATMIN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5827333",19,36,17
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5917836",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5917912",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5917941",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5917971",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5921679",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5921726",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5925753",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5927921",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5927948",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5927968",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5928052",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934558",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934575",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934608",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934647",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934725",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934726",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934821",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934826",2,2,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934844",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934958",1,1,0
"BCO1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5934976",1,1,0
"GAN","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:5966483",1,1,0
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6109159",23,30,7
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6109166",22,31,9
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114641",23,33,10
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114751",23,34,11
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6114824",17,27,10
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6128998",27,42,15
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6130562",16,34,18
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6132522",15,27,12
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6134088",20,37,17
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138265",23,32,9
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138300",20,30,10
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138342",22,35,13
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138343",22,34,12
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138345",22,34,12
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138647",16,27,11
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138745",18,28,10
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138832",3,9,6
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6138967",16,23,7
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139131",7,12,5
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139163",15,17,2
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139360",1,2,1
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139572",4,4,0
"CMIP","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6139773",10,10,0
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6179613",4,17,13
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6179658",8,23,15
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203766",11,88,77
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203775",11,86,75
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6203787",12,84,72
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6205047",9,78,69
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6208541",4,70,66
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209741",4,72,68
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209798",6,72,66
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6209816",5,72,67
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6217547",4,97,93
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6218641",6,78,72
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6220552",8,98,90
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6221969",6,82,76
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228672",7,72,65
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228694",7,75,68
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228722",6,87,81
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228747",7,104,97
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228835",3,109,106
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228841",4,112,108
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228865",5,105,100
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228917",6,113,107
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228926",5,104,99
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6228954",4,84,80
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229002",6,88,82
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229006",5,83,78
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229081",4,62,58
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229097",2,51,49
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229160",3,38,35
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229213",3,43,40
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229231",5,57,52
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229663",6,34,28
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229748",6,35,29
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6229892",6,45,39
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230248",3,38,35
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230255",3,37,34
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230296",2,22,20
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230349",5,36,31
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230381",3,33,30
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230408",1,38,37
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230439",1,35,34
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230757",2,15,13
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230758",2,16,14
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230898",8,32,24
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6230976",8,35,27
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231078",3,44,41
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231138",4,40,36
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231177",4,39,35
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231263",4,35,31
"PLCG2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6231309",2,14,12
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235292",0,7,7
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235315",0,8,8
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235348",0,7,7
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235355",0,7,7
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235417",0,9,9
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235526",8,8,0
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235558",0,6,6
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235603",9,9,0
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235741",1,11,10
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235777",1,8,7
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235806",1,42,41
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235809",1,41,40
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235816",2,42,40
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235914",1,38,37
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235935",1,39,38
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6235957",1,36,35
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236040",0,34,34
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236260",0,38,38
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236281",0,34,34
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236305",0,31,31
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236458",0,52,52
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236476",0,58,58
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6236608",0,33,33
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6238244",0,15,15
"SDR42E1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6238829",0,1,1
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257616",0,25,25
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257670",0,29,29
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257684",0,29,29
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6257829",0,28,28
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6262951",1,35,34
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6262974",1,41,40
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266125",1,32,31
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266135",1,35,34
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266795",0,52,52
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266918",1,48,47
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266944",0,49,49
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6266997",0,41,41
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267053",0,40,40
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267196",0,24,24
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267273",0,46,46
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267358",0,48,48
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267674",0,37,37
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6267913",0,43,43
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268098",0,43,43
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268180",0,43,43
"HSD17B2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6268203",0,46,46
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303922",1,9,8
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303954",2,10,8
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6303979",2,14,12
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305848",3,19,16
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305856",3,19,16
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6305857",3,19,16
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306017",2,16,14
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306052",4,12,8
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306094",3,12,9
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306100",3,12,9
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306146",1,18,17
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306147",1,18,17
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306390",3,12,9
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306567",1,7,6
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306705",1,6,5
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306713",6,6,0
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6306773",0,4,4
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307039",0,2,2
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307043",0,2,2
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307093",0,2,2
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307138",1,2,1
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307157",1,3,2
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307187",1,3,2
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307278",2,12,10
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307305",2,12,10
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307318",0,8,8
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307429",2,8,6
"ARY2","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6307670",2,4,2
"ARYL","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313360",0,3,3
"ARYL","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313377",0,2,2
"ARYL","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313767",1,4,3
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6313909",2,2,0
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314296",2,3,1
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314541",2,6,4
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314597",1,4,3
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314750",2,4,2
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314794",2,4,2
"ARY1","s1670_SAT_M_BLOOD_ASEReadCounter.table","NW_015090842.1:6314827",2,6,4
